COUNTY,REGION,GRDSPAN,PAIRCAMP,CAMPUS,DISTRICT,CAMPNAME,DISTNAME,CNTYNAME,GRDTYPE,CFLCHART,CFLALTED,PAIRNAME,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST,C_RATING
"'057","'10","'06 - 08"," ","'057904043","'057904","CEDAR HILL COLLEGIATE ACADEMY","CEDAR HILL ISD","DALLAS","M","N","N"," ","1","1","1","1","1","1","1","A"
"'057","'10","'PK - 05"," ","'057904101","'057904","BRAY EL","CEDAR HILL ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'PK - 05"," ","'057904102","'057904","PLUMMER EL","CEDAR HILL ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'PK - 05"," ","'057904104","'057904","HIGH POINTE EL","CEDAR HILL ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'PK - 05"," ","'057904105","'057904","HIGHLANDS EL","CEDAR HILL ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'PK - 05"," ","'057904107","'057904","WATERFORD OAKS EL","CEDAR HILL ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'EE - 05"," ","'057904108","'057904","LAKERIDGE EL","CEDAR HILL ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'PK - 05"," ","'057904110","'057904","CEDAR HILL COLLEGIATE PREP","CEDAR HILL ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'09 - 12"," ","'057905001","'057905","BRYAN ADAMS H S","DALLAS ISD","DALLAS","S","N","N"," ","1","1","1","1","0","1","1","B"
"'057","'10","'09 - 12"," ","'057905002","'057905","W H ADAMSON H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","1","0","0","B"
"'057","'10","'09 - 12"," ","'057905003","'057905","NEW TECH H S AT B F DARRELL H S","DALLAS ISD","DALLAS","S","N","N"," ","1","1","0","1","0","0","0","B"
"'057","'10","'09 - 12"," ","'057905005","'057905","MOISES E MOLINA H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'09 - 12"," ","'057905006","'057905","HILLCREST H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","1","0","1","1","1","B"
"'057","'10","'09 - 12"," ","'057905007","'057905","THOMAS JEFFERSON H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","B"
"'057","'10","'09 - 12"," ","'057905008","'057905","JUSTIN F KIMBALL H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'09 - 12"," ","'057905009","'057905","LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905011","'057905","BARBARA M MANNS MIDDLE DAEP","DALLAS ISD","DALLAS","M","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'057","'10","'07 - 12"," ","'057905012","'057905","L G PINKSTON H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","1","0","0","0","0","C"
"'057","'10","'09 - 12"," ","'057905013","'057905","FRANKLIN D ROOSEVELT H S OF INNOVATION","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'057","'10","'09 - 12"," ","'057905014","'057905","W W SAMUELL H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'057","'10","'09 - 12"," ","'057905015","'057905","SEAGOVILLE H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'09 - 12"," ","'057905016","'057905","SOUTH OAK CLIFF H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'057","'10","'09 - 12"," ","'057905017","'057905","H GRADY SPRUCE H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'057","'10","'09 - 12"," ","'057905018","'057905","SUNSET H S","DALLAS ISD","DALLAS","S","N","N"," ","1","0","0","0","0","0","0","B"
"'057","'10","'09 - 12"," ","'057905021","'057905","W T WHITE H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","1","0","C"
"'057","'10","'09 - 12"," ","'057905022","'057905","WOODROW WILSON H S","DALLAS ISD","DALLAS","S","N","N"," ","1","1","1","1","1","1","1","C"
"'057","'10","'09 - 12"," ","'057905023","'057905","DAVID W CARTER H S","DALLAS ISD","DALLAS","S","N","N"," ","1","0","1","0","0","0","0","C"
"'057","'10","'09 - 12"," ","'057905024","'057905","NORTH DALLAS H S","DALLAS ISD","DALLAS","S","N","N"," ","1","0","0","1","0","1","1","C"
"'057","'10","'09 - 12"," ","'057905025","'057905","SKYLINE H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","1","0","C"
"'057","'10","'09 - 12"," ","'057905026","'057905","SCHOOL OF SCIENCE AND ENGINEERING","DALLAS ISD","DALLAS","S","N","N"," "," ","1","1","1","1","1","1","A"
"'057","'10","'09 - 12"," ","'057905028","'057905","EMMETT J CONRAD H S","DALLAS ISD","DALLAS","S","N","N"," ","1","1","0","0","1","0","0","B"
"'057","'10","'09 - 12"," ","'057905029","'057905","BARBARA M MANNS H S DAEP","DALLAS ISD","DALLAS","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'057","'10","'07 - 11"," ","'057905030","'057905","MAYA ANGELOU H S","DALLAS ISD","DALLAS","S","N","Y"," "," "," "," "," "," "," "," ","Not Rated"
"'057","'10","'09 - 12"," ","'057905032","'057905","JAMES MADISON H S","DALLAS ISD","DALLAS","S","N","N"," ","0","0","0","0","0","1","1","C"
"'057","'10","'09 - 12"," ","'057905033","'057905","SCHOOL OF BUSINESS AND MANAGEMENT","DALLAS ISD","DALLAS","S","N","N"," ","1","1","1","1","1","1","1","A"
"'057","'10","'09 - 12"," ","'057905034","'057905","BOOKER T WASHINGTON SPVA MAGNET","DALLAS ISD","DALLAS","S","N","N"," ","0","0","1","0","1","1","1","B"
"'057","'10","'06 - 12"," ","'057905035","'057905","IRMA RANGEL YOUNG WOMEN'S LEADERSHIP SCHOOL","DALLAS ISD","DALLAS","B","N","N"," ","0","1","1","1","1","1","1","A"
"'057","'10","'09 - 12"," ","'057905036","'057905","SCHOOL OF HEALTH PROFESSIONS","DALLAS ISD","DALLAS","S","N","N"," ","1","1","1","1","1","1","1","A"
"'057","'10","'09 - 12"," ","'057905037","'057905","ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S","DALLAS ISD","DALLAS","S","N","N"," ","1","1","1","1","1","1","1","B"
"'057","'10","'09 - 12"," ","'057905038","'057905","JUDGE BAREFOOT SANDERS LAW MAGNET","DALLAS ISD","DALLAS","S","N","N"," ","0","1","1","1","1","1","1","A"
"'057","'10","'09 - 12"," ","'057905039","'057905","SCHOOL FOR THE TALENTED AND GIFTED","DALLAS ISD","DALLAS","S","N","N"," ","1","1","1","1","1","1","1","A"
"'057","'10","'06 - 08"," ","'057905042","'057905","WILLIAM HAWLEY ATWELL LAW ACADEMY","DALLAS ISD","DALLAS","M","N","N"," ","1","1","0","0","0","0","1","B"
"'057","'10","'06 - 08"," ","'057905043","'057905","T W BROWNE MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","1","0","C"
"'057","'10","'06 - 08"," ","'057905045","'057905","E B COMSTOCK MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905046","'057905","YOUNG MEN'S LEADERSHIP ACADEMY AT FRED F FLORENCE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","1","0","C"
"'057","'10","'06 - 08"," ","'057905047","'057905","BENJAMIN FRANKLIN INTERNATIONAL EXPLORATORY ACAD","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","1","C"
"'057","'10","'06 - 08"," ","'057905048","'057905","W H GASTON MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","1","0","C"
"'057","'10","'06 - 08"," ","'057905049","'057905","W E GREINER EXPLORATORY ARTS ACADEMY","DALLAS ISD","DALLAS","M","N","N"," ","0","1","0","0","0","1","1","B"
"'057","'10","'06 - 08"," ","'057905050","'057905","ROBERT T HILL MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905051","'057905","OLIVER WENDELL HOLMES HUMANITIES/COMMUNICATIONS","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'057","'10","'06 - 08"," ","'057905052","'057905","PIEDMONT GLOBAL ACADEMY","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905053","'057905","J L LONG MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","1","0","1","0","C"
"'057","'10","'06 - 08"," ","'057905054","'057905","THOMAS C MARSH MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905055","'057905","THOMAS J RUSK MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","1","1","B"
"'057","'10","'06 - 08"," ","'057905056","'057905","EWELL D WALKER MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905058","'057905","ALEX W SPENCE TALENTED/GIFTED ACADEMY","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","1","0","1","1","B"
"'057","'10","'06 - 08"," ","'057905059","'057905","L V STOCKARD MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","1","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905060","'057905","BOUDE STOREY MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","1","0","0","0","0","0","0","B"
"'057","'10","'06 - 08"," ","'057905062","'057905","BILLY EARL DADE MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","1","0","0","1","0","0","1","B"
"'057","'10","'06 - 08"," ","'057905068","'057905","RAUL QUINTANILLA SR MIDDLE STEAM ACADEMY","DALLAS ISD","DALLAS","M","N","N"," ","1","1","1","1","0","1","1","B"
"'057","'10","'06 - 08"," ","'057905069","'057905","SEAGOVILLE MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'057","'10","'06 - 08"," ","'057905071","'057905","DALLAS ENVIRONMENTAL SCIENCE ACADEMY","DALLAS ISD","DALLAS","M","N","N"," ","0","1","1","1","1","1","1","A"
"'057","'10","'06 - 08"," ","'057905072","'057905","SARAH ZUMWALT MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905073","'057905","HENRY W LONGFELLOW CAREER EXPLORATION ACADEMY","DALLAS ISD","DALLAS","M","N","N"," ","1","1","1","1","1","1","1","A"
"'057","'10","'06 - 08"," ","'057905076","'057905","HAROLD WENDELL LANG SR MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'057","'10","'06 - 08"," ","'057905077","'057905","HECTOR P GARCIA MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","1","0","1","0","0","1","B"
"'057","'10","'06 - 08"," ","'057905079","'057905","FRANCISCO PANCHO MEDRANO J H","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","0","0","0","0","B"
"'057","'10","'06 - 08"," ","'057905083","'057905","SAM TASBY MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","1","0","0","0","C"
"'057","'10","'09 - 12"," ","'057905085","'057905","KATHLYN JOY GILLIAM COLLEGIATE ACADEMY","DALLAS ISD","DALLAS","S","N","N"," ","1","1","0","1","0","0","1","A"
"'057","'10","'09 - 12"," ","'057905088","'057905","TRINIDAD GARZA EARLY COLLEGE AT MT VIEW","DALLAS ISD","DALLAS","S","N","N"," ","0","1","1","1","1","1","1","A"
"'057","'10","'09 - 12"," ","'057905090","'057905","DR WRIGHT L LASSITER JR EARLY COLLEGE H S","DALLAS ISD","DALLAS","S","N","N"," ","0","1","1","1","0","1","1","A"
"'057","'10","'09 - 09"," ","'057905096","'057905","JUVENILE JUSTICE AEP","DALLAS ISD","DALLAS","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'057","'10","'KG - 12"," ","'057905099","'057905","HOSPITAL/HOMEBOUND","DALLAS ISD","DALLAS","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'057","'10","'06 - 08"," ","'057905100","'057905","ZAN WESLEY HOLMES JR MIDDLE","DALLAS ISD","DALLAS","M","N","N"," ","0","0","0","1","0","0","1","B"
"'057","'10","'PK - 05"," ","'057905101","'057905","JOHN Q ADAMS EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'EE - PK","'057905000","'057905102","'057905","PREK PARTNERSHIP CENTER","DALLAS ISD","DALLAS","E","N","N","DALLAS ISD"," "," "," "," "," "," "," ","B"
"'057","'10","'PK - 06"," ","'057905103","'057905","GABE P ALLEN CHARTER SCHOOL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'057","'10","'PK - 05"," ","'057905104","'057905","WILLIAM M ANDERSON EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","0","0"," ","0","B"
"'057","'10","'PK - 06"," ","'057905105","'057905","ARCADIA PARK EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","1","1"," ","1","B"
"'057","'10","'EE - 06"," ","'057905107","'057905","JOSE 'JOE' MAY EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'PK - 05"," ","'057905108","'057905","BAYLES EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'057","'10","'PK - 05"," ","'057905109","'057905","W A BLAIR EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'057","'10","'EE - 05"," ","'057905110","'057905","ANNIE WEBB BLANTON EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","1","1","0"," ","1","B"
"'057","'10","'EE - 05"," ","'057905112","'057905","JAMES BOWIE EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","1","1"," ","1","A"
"'057","'10","'PK - 05"," ","'057905114","'057905","JOHN NEELY BRYAN EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'PK - 05"," ","'057905115","'057905","HARRELL BUDD EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'057","'10","'PK - 06"," ","'057905116","'057905","DAVID G BURNET EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","1","1","1"," ","0","B"
"'057","'10","'PK - 05"," ","'057905117","'057905","RUFUS C BURLESON EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","1","1"," ","1","B"
"'057","'10","'EE - 05"," ","'057905118","'057905","W W BUSHMAN EL","DALLAS ISD","DALLAS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'057","'10","'PK - 05"," ","'057905119","'057905","CHAPEL HILL PREPARATORY-A PERSONALIZED LRNING SCH","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","0","0"," ","1","B"
"'057","'10","'EE - 05"," ","'057905120","'057905","F P CAILLET EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","0","1"," ","1","B"
"'057","'10","'PK - 05"," ","'057905121","'057905","JOHN W CARPENTER EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'PK - 06"," ","'057905122","'057905","C F CARR EL","DALLAS ISD","DALLAS","E","N","N"," ","1","1","0","0","0"," ","0","B"
"'057","'10","'EE - 05"," ","'057905125","'057905","CASA VIEW EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","1","1"," ","1","B"
"'057","'10","'PK - 05"," ","'057905126","'057905","CENTRAL EL","DALLAS ISD","DALLAS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'057","'10","'PK - 06"," ","'057905128","'057905","DR MARTIN LUTHER KING JR ARTS ACADEMY","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","1","1"," ","1","B"
"'057","'10","'EE - 05"," ","'057905129","'057905","S S CONNER EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'EE - 05"," ","'057905130","'057905","LEILA P COWART EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","1","1","0"," ","0","B"
"'057","'10","'EE - 05"," ","'057905131","'057905","IGNACIO ZARAGOZA EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","1","0"," ","1","B"
"'057","'10","'PK - 05"," ","'057905133","'057905","BARBARA JORDAN EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'PK - 08"," ","'057905134","'057905","GEORGE B DEALEY MONTESSORI ACADEMY","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","1","0"," ","1","B"
"'057","'10","'PK - 05"," ","'057905135","'057905","EVERETTE LEE DEGOLYER EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","1","0"," ","1","B"
"'057","'10","'PK - 05"," ","'057905136","'057905","L O DONALD EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","1","B"
"'057","'10","'PK - 05"," ","'057905137","'057905","JULIUS DORSEY EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","1","1","0"," ","1","B"
"'057","'10","'EE - 05"," ","'057905139","'057905","PAUL L DUNBAR LEARNING CENTER","DALLAS ISD","DALLAS","E","N","N"," ","0","0","1","0","1"," ","1","C"
"'057","'10","'PK - 05"," ","'057905141","'057905","JILL STONE EL AT VICKERY MEADOW","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'EE - 05"," ","'057905142","'057905","J N ERVIN EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'EE - 06"," ","'057905145","'057905","STEPHEN C FOSTER EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","1","1","0"," ","0","C"
"'057","'10","'EE - 05"," ","'057905147","'057905","CHARLES A GILL EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","1","1"," ","1","B"
"'057","'10","'EE - 05"," ","'057905148","'057905","TOM C GOOCH EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","1","0"," ","0","B"
"'057","'10","'PK - 05"," ","'057905149","'057905","HALL PERSONALIZED LEARNING ACADEMY AT OAK CLIFF","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'EE - 05"," ","'057905152","'057905","MARGARET B HENDERSON EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","0","0"," ","1","A"
"'057","'10","'PK - 05"," ","'057905153","'057905","VICTOR H HEXTER EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'PK - 05"," ","'057905154","'057905","LARRY G SMITH EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","1","1"," ","0","B"
"'057","'10","'PK - 05"," ","'057905155","'057905","C A TATUM JR EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'EE - 05"," ","'057905156","'057905","NATHANIEL HAWTHORNE EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","0","0"," ","1","B"
"'057","'10","'PK - 05"," ","'057905157","'057905","HOGG NEW TECH CENTER","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","1","1"," ","1","B"
"'057","'10","'PK - 05"," ","'057905158","'057905","LIDA HOOE EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'PK - 06"," ","'057905159","'057905","L L HOTCHKISS EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'PK - 05"," ","'057905160","'057905","PERSONALIZED LEARNING PREPARATORY AT SAM HOUSTON","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'EE - 05"," ","'057905161","'057905","JOHN IRELAND EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'KG - 05"," ","'057905162","'057905","MOCKINGBIRD EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","1","0"," ","0","B"
"'057","'10","'EE - 05"," ","'057905163","'057905","CEDAR CREST EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'EE - 06"," ","'057905164","'057905","ANSON JONES EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'EE - 05"," ","'057905166","'057905","EDWIN J KIEST EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'EE - 05"," ","'057905167","'057905","KLEBERG EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'PK - 05"," ","'057905168","'057905","OBADIAH KNIGHT EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","1","1","0"," ","0","B"
"'057","'10","'EE - 05"," ","'057905169","'057905","ARTHUR KRAMER EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","1","0","1"," ","0","B"
"'057","'10","'EE - 05"," ","'057905170","'057905","RICHARD LAGOW EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'057","'10","'KG - 05"," ","'057905171","'057905","LAKEWOOD EL","DALLAS ISD","DALLAS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'057","'10","'PK - 05"," ","'057905172","'057905","JIMMIE TYLER BRASHEAR EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","1","0"," ","1","B"
"'057","'10","'EE - 08"," ","'057905173","'057905","SIDNEY LANIER EXPRESSIVE ARTS VANGUARD","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0","0","0","B"
"'057","'10","'EE - 05"," ","'057905174","'057905","GENEVA HEIGHTS EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'057","'10","'EE - 05"," ","'057905175","'057905","UMPHREY LEE EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","1","0"," ","1","B"
"'057","'10","'PK - 05"," ","'057905176","'057905","JACK LOWE SR EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","1","0"," ","1","A"
"'057","'10","'PK - 05"," ","'057905177","'057905","WILLIAM LIPSCOMB EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'EE - 05"," ","'057905178","'057905","H I HOLLAND EL AT LISBON","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'057","'10","'EE - 05"," ","'057905180","'057905","B H MACON EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'057","'10","'PK - 05"," ","'057905181","'057905","MAPLE LAWN EL","DALLAS ISD","DALLAS","E","N","N"," ","1","1","0","1","1"," ","1","B"
"'057","'10","'PK - 05"," ","'057905182","'057905","HERBERT MARCUS EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'PK - 05"," ","'057905183","'057905","THOMAS L MARSALIS EL STEAM ACADEMY","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","1","B"
"'057","'10","'PK - 05"," ","'057905184","'057905","BEN MILAM EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'057","'10","'PK - 05"," ","'057905185","'057905","WILLIAM B MILLER EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'057","'10","'01 - 08"," ","'057905186","'057905","TRINITY HEIGHTS GIFTED AND TALENTED SCHOOL","DALLAS ISD","DALLAS","E","N","N"," ","1","1","1","1","1","0","1","A"
"'057","'10","'EE - 05"," ","'057905187","'057905","NANCY MOSELEY EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","0","0"," ","1","B"
"'057","'10","'EE - 05"," ","'057905188","'057905","MOUNT AUBURN STEAM ACADEMY","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'057","'10","'EE - 05"," ","'057905189","'057905","CLARA OLIVER EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","0","0","0"," ","0","B"
"'057","'10","'PK - 06"," ","'057905190","'057905","GEORGE PEABODY EL","DALLAS ISD","DALLAS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'057","'10","'PK - 05"," ","'057905191","'057905","ELISHA M PEASE EL","DALLAS ISD","DALLAS","E","N","N"," ","0","1","1","1","0"," ","1","B"
