CAMPUS,CA0GS18R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CALL_UPDATE,CAMPNAME,CASC4X18R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G_18_19,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G_18_19,CD2S,CD3,CD3G_18_19,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP19F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_APPEAL_DECISION,C_RATING_18_19,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_GRADE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
020908104,.,0,0,0,0,0, , , ,H C CARLESTON EL,.,46,74,.,.,.,.,C,74,71,C,74,46,C,73,C,74,59,C,73,74, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,3B,20,307,38.8,74,11.4,650,791,.,0.0,445,56.3,254,32.1,.,0.0,63,8.0,.,0.0,.,.,.,.,., ,C,.,PEARLAND ISD,20908,4,PK,PK - 04,E, ,.,., , ,4,REGION 04: HOUSTON
020908105,.,0,1,1,0,1,1, , ,SAM JAMISON MIDDLE,.,64,91,.,.,.,.,A,91,71,C,79,64,A,91,A,91,77,B,84,89, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,888,100.0,76,8.8,866,888,.,0.0,414,46.6,90,10.1,.,0.0,96,10.8,.,0.0,.,.,.,.,., ,B,.,PEARLAND ISD,20908,6,5,05 - 06,M, ,.,., , ,4,REGION 04: HOUSTON
020908106,.,0,1,0,0,1, , , ,CHALLENGER EL,.,58,88,.,.,.,.,B,88,68,D,69,58,C,74,C,74,73,C,76,84, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,271,43.6,45,8,566,622,.,0.0,172,27.7,104,16.7,.,0.0,70,11.3,.,0.0,.,.,.,.,., ,B,.,PEARLAND ISD,20908,4,EE,EE - 04,E, ,.,., , ,4,REGION 04: HOUSTON
020908107,.,0,0,1,0,0, , , ,RUSTIC OAK EL,.,66,92,.,.,.,.,A,92,77,B,83,66,B,82,B,83,92,B,87,91, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,261,39.2,47,8.4,561,665,.,0.0,161,24.2,37,5.6,.,0.0,46,6.9,.,0.0,.,.,.,.,., ,A,.,PEARLAND ISD,20908,4,EE,EE - 04,E, ,.,., , ,4,REGION 04: HOUSTON
020908108,.,1,1,1,1,1,1, , ,LEON H SABLATURA MIDDLE,.,69,92,.,.,.,.,A,92,74,B,83,69,A,91,A,91,87,B,88,91, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,856,100.0,41,4.8,854,856,.,0.0,293,34.2,90,10.5,.,0.0,63,7.4,.,0.0,.,.,.,.,., ,A,.,PEARLAND ISD,20908,6,5,05 - 06,M, ,.,., , ,4,REGION 04: HOUSTON
020908109,.,1,1,0,0,0, , , ,SILVERLAKE EL,.,68,92,.,.,.,.,A,92,76,B,82,68,B,80,B,82,99,A,98,94, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,283,43.1,44,7.1,622,656,.,0.0,117,17.8,61,9.3,.,0.0,64,9.8,.,0.0,.,.,.,.,., ,A,.,PEARLAND ISD,20908,4,EE,EE - 04,E, ,.,., , ,4,REGION 04: HOUSTON
020908110,.,1,1,0,0,0, , , ,SILVERCREST EL,.,76,94,.,.,.,.,A,94,80,B,88,76,B,84,B,88,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,291,40.9,38,6.2,615,711,.,0.0,65,9.1,104,14.6,.,0.0,44,6.2,.,0.0,.,.,.,.,., ,A,.,PEARLAND ISD,20908,4,EE,EE - 04,E, ,.,., , ,4,REGION 04: HOUSTON
020908111,.,1,1,1,1,1,0, , ,ROGERS MIDDLE,.,72,93,.,.,.,.,A,93,79,B,89,72,B,87,B,89,96,A,96,94, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,800,100.0,44,5.2,844,800,.,0.0,153,19.1,28,3.5,.,0.0,81,10.1,.,0.0,.,.,.,.,., ,A,.,PEARLAND ISD,20908,6,5,05 - 06,M, ,.,., , ,4,REGION 04: HOUSTON
020908112,.,0,1,1,0,1, , , ,MASSEY RANCH EL,.,59,89,.,.,.,.,B,89,68,D,69,59,C,79,C,79,69,C,75,85, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,290,40.8,55,9.4,583,711,.,0.0,240,33.8,50,7.0,.,0.0,67,9.4,.,0.0,.,.,.,.,., ,B,.,PEARLAND ISD,20908,4,EE,EE - 04,E, ,.,., , ,4,REGION 04: HOUSTON
020908113,.,0,1,1,0,0, , , ,BARBARA COCKRELL EL,.,66,92,.,.,.,.,A,92,77,B,83,66,B,86,B,86,92,B,87,91, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,271,38.3,44,7.2,611,707,.,0.0,234,33.1,196,27.7,.,0.0,62,8.8,.,0.0,.,.,.,.,., ,A,.,PEARLAND ISD,20908,4,PK,PK - 04,E, ,.,., , ,4,REGION 04: HOUSTON
020908114,.,1,1,1,0,0, , , ,MAGNOLIA EL,.,62,91,.,.,.,.,A,91,77,B,83,62,B,85,B,85,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,365,41.9,52,7.3,710,872,.,0.0,360,41.3,188,21.6,.,0.0,83,9.5,.,0.0,.,.,.,.,., ,A,.,PEARLAND ISD,20908,4,EE,EE - 04,E, ,.,., , ,4,REGION 04: HOUSTON
020908115,.,1,1,1,1,1,1, , ,ALEXANDER MIDDLE,.,70,93,.,.,.,.,A,93,74,B,83,70,A,90,A,90,89,B,89,92, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,828,100.0,52,6.2,837,828,.,0.0,243,29.3,13,1.6,.,0.0,94,11.4,.,0.0,.,.,.,.,., ,A,.,PEARLAND ISD,20908,6,5,05 - 06,M, ,.,., , ,4,REGION 04: HOUSTON
020910001,66.7, , , , , , , , ,DAMON H S,.,.,.,.,.,100,100,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,.,20,12,100.0,11,36.7,30,12,0,0.0,11,91.7,2,16.7,0,0.0,2,16.7,0,0.0,.,.,.,.,., ,Not Rated,.,DAMON ISD,20910,12,9,09 - 12,S, ,.,., , ,4,REGION 04: HOUSTON
020910101,.,0,0,0,0,0,0, , ,DAMON EL,.,29,55,.,.,.,.,F,55,59,F,57,29,F,57,F,57,0,F,30,49, ,N,N,N,N,N,N,N,N,N,N,N,BRAZORIA,1A,20,81,56.3,19,14,136,144,.,0.0,130,90.3,29,20.1,.,0.0,27,18.8,0,0.0,.,.,.,.,., ,F,2,DAMON ISD,20910,8,PK,PK - 08,E, ,.,., , ,4,REGION 04: HOUSTON
021803001,.,0,0,0,0,0,0, , ,BRAZOS SCHOOL FOR INQUIRY AND CREA,.,38,65,.,.,.,.,D,65,65,D,62,38,C,72,C,72,24,D,60,68, ,N,N,Y,N,N,N,N,N,N,N,N,BRAZOS,2,21,66,39.1,21,18.8,112,169,0,0.0,157,92.9,75,44.4,0,0.0,14,8.3,0,0.0,.,.,.,.,., ,D,.,BRAZOS SCHOOL FOR INQUIRY & CREATI,21803,8,PK,PK - 08,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021803102,.,0,0,0,0,0,0, , ,BRAZOS SCHOOL FOR INQUIRY AND CREA,.,25,51,.,.,.,.,F,51,64,D,60,25,F,53,D,60,14,F,48,56, ,N,N,Y,N,N,N,N,N,N,N,N,BRAZOS,2,21,80,33.1,21,15.6,135,242,0,0.0,239,98.8,50,20.7,0,0.0,8,3.3,0,0.0,.,.,.,.,., ,F,2,BRAZOS SCHOOL FOR INQUIRY & CREATI,21803,6,PK,PK - 06,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021805041,.,0,0,0,0,0,0, , ,ARROW ACADEMY - SAVE OUR STREETS C,.,35,60,.,.,.,.,D,60,61,F,58,35,D,69,D,69,27,D,62,67, ,N,N,Y,N,N,N,N,N,N,N,N,BRAZOS,1B,21,49,49.5,21,21,100,99,0,0.0,94,94.9,11,11.1,0,0.0,8,8.1,0,0.0,.,.,.,.,., ,D,.,ARROW ACADEMY,21805,5,KG,KG - 05,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021805101,.,1,1,1,1,1,0, , ,ARROW ACADEMY - LIBERATION ACADEMY,.,53,80,.,.,.,.,B,80,78,B,85,53,B,85,B,85,95,A,90,87, ,N,N,Y,N,N,N,N,N,N,N,N,BRAZOS,.,21,122,50.0,23,11.5,200,244,0,0.0,166,68.0,17,7.0,0,0.0,18,7.4,0,0.0,.,.,.,.,., ,B,.,ARROW ACADEMY,21805,6,KG,KG - 06,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021805102,.,0,0,0,0,0,0, , ,ARROW ACADEMY - HARVEST PREPARATOR,.,32,57,.,.,.,.,F,57,58,F,57,32,D,60,D,60,4,F,35,53, ,N,N,Y,N,N,N,N,N,N,N,N,BRAZOS,1,21,127,52.9,37,21.5,172,240,0,0.0,236,98.3,65,27.1,0,0.0,9,3.8,0,0.0,.,.,.,.,., ,F,1,ARROW ACADEMY,21805,6,KG,KG - 06,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021805105,.,1,1,1,0,0,0, , ,ARROW ACADEMY - CHAMPIONS ACADEMY,.,60,90,.,.,.,.,A,90,65,D,62,60,A,91,A,91,63,C,74,86, ,N,N,Y,N,N,N,N,N,N,N,N,BRAZOS,.,21,66,53.7,11,9.6,115,123,0,0.0,90,73.2,4,3.3,0,0.0,1,0.8,0,0.0,.,.,.,.,., ,B,.,ARROW ACADEMY,21805,6,KG,KG - 06,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901001,76.4,0,1,1,0,1,1,1, ,A & M CONS H S,79.6,61,90,68,92,96.3,90,A,91,67,C,76,65,B,84,B,84,74,B,82,88, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,1759,100.0,213,11.8,1811,1759,0,0.0,624,35.5,84,4.8,0,0.0,145,8.2,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,12,9,09 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021901003,85.1,1,1,0,1,0,1,1, ,COLLEGE STATION H S,85.7,69,92,78,95,97.7,90,A,93,81,A,91,74,B,85,A,91,93,B,89,92, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,2009,100.0,193,9.2,2096,2009,0,0.0,471,23.4,64,3.2,0,0.0,149,7.4,0,0.0,.,.,.,.,., ,A,.,COLLEGE STATION ISD,21901,12,9,09 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021901004,100, ,0,1,0,1,1,1, ,COLLEGE VIEW H S,.,61,90,.,.,75,55,A,90,74,B,84,61,B,84,B,84,.,Not Rated,.,90, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,95,100.0,24,30,80,95,0,0.0,34,35.8,0,0.0,0,0.0,6,6.3,0,0.0,.,.,.,.,., ,A,.,COLLEGE STATION ISD,21901,12,9,09 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021901015,., , , , , , , , ,COLLEGE STATION JJAEP,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,Y,Y,N,N,N,N,BRAZOS,.,21,2,100.0,9,100,9,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,.,.,.,.,., ,Not Rated,.,COLLEGE STATION ISD,21901,11,7,07 - 11,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021901041,.,1,1,0,1,0,1,0, ,COLLEGE STATION MIDDLE,.,61,90,.,.,.,.,A,90,77,B,86,61,B,85,B,86,98,A,98,92, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,653,100.0,77,7,1106,653,0,0.0,228,34.9,37,5.7,.,0.0,69,10.6,0,0.0,.,.,.,.,., ,A,.,COLLEGE STATION ISD,21901,8,7,07 - 08,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021901042,.,0,0,0,1,0,0,0, ,A & M CONSOLIDATED MIDDLE,.,58,88,.,.,.,.,B,88,77,B,86,58,B,84,B,86,76,B,84,87, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,706,100.0,100,10.4,961,706,0,0.0,278,39.4,60,8.5,.,0.0,57,8.1,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,8,7,07 - 08,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021901043,.,0,0,0,1,1,0,0, ,WELLBORN MIDDLE,.,58,88,.,.,.,.,B,88,77,B,86,58,C,75,B,86,80,B,85,87, ,N,N,N,N,N,N,Y,N,N,N,N,BRAZOS,.,21,619,100.0,.,.,.,619,0,0.0,170,27.5,16,2.6,.,0.0,67,10.8,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,8,7,07 - 08,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021901101,.,0,0,0,0,0, , , ,SOUTH KNOLL EL,.,48,76,.,.,.,.,C,76,62,F,59,48,C,79,C,79,38,D,66,75, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,246,38.0,78,15.5,502,648,0,0.0,390,60.2,174,26.9,.,0.0,86,13.3,0,0.0,.,.,.,.,., ,C,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901102,.,0,0,0,0,0, , , ,COLLEGE HILLS EL,.,38,65,.,.,.,.,D,65,52,F,54,38,F,59,F,59,16,F,51,61, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,268,38.2,88,14.4,613,702,0,0.0,427,60.8,169,24.1,.,0.0,102,14.5,0,0.0,.,.,.,.,., ,D,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901104,.,0,0,0,0,0, , , ,SOUTHWOOD VALLEY EL,.,46,74,.,.,.,.,C,74,49,F,53,46,C,72,C,72,20,F,56,69, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,3A,21,205,36.9,62,12.2,507,555,0,0.0,296,53.3,136,24.5,.,0.0,54,9.7,0,0.0,.,.,.,.,., ,D,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901105,.,0,1,1,0,0, , , ,ROCK PRAIRIE EL,.,59,89,.,.,.,.,B,89,64,D,60,59,B,84,B,84,61,C,73,84, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,207,35.7,63,12.9,490,580,0,0.0,252,43.4,51,8.8,.,0.0,78,13.4,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901107,.,0,0,1,0,1, , , ,PEBBLE CREEK EL,.,69,92,.,.,.,.,A,92,69,C,70,69,B,81,B,81,71,C,76,87, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,164,38.5,19,5.6,337,426,0,0.0,70,16.4,7,1.6,.,0.0,38,8.9,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901108,.,1,1,1,1,1, , , ,FOREST RIDGE,.,64,91,.,.,.,.,A,91,81,B,89,64,B,82,B,89,99,A,98,93, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,242,36.3,55,10.6,517,666,0,0.0,192,28.8,86,12.9,.,0.0,70,10.5,0,0.0,.,.,.,.,., ,A,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901109,.,0,0,0,0,0, , , ,CREEK VIEW EL,.,46,74,.,.,.,.,C,74,53,F,54,46,D,60,D,60,16,F,51,67, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,221,40.9,46,9.8,471,540,0,0.0,216,40.0,25,4.6,.,0.0,80,14.8,0,0.0,.,.,.,.,., ,D,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901110,.,0,0,0,0,0, , , ,GREENS PRAIRIE EL,.,60,90,.,.,.,.,A,90,68,D,69,60,C,74,C,74,68,C,75,86, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,297,40.2,38,6.3,603,738,0,0.0,173,23.4,24,3.3,.,0.0,92,12.5,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901111,.,0,0,0,0,0, , , ,SPRING CREEK EL,.,53,80,.,.,.,.,B,80,57,F,56,53,F,58,F,58,37,D,65,76, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,3B,21,258,41.2,47,9.1,518,626,0,0.0,133,21.2,36,5.8,.,0.0,93,14.9,0,0.0,.,.,.,.,., ,C,.,COLLEGE STATION ISD,21901,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021901201,.,0,0,0,0,1,0, , ,OAKWOOD INT,.,56,86,.,.,.,.,B,86,70,C,77,56,B,86,B,86,60,C,78,84, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,704,100.0,89,11.2,794,704,0,0.0,332,47.2,104,14.8,.,0.0,72,10.2,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,6,5,05 - 06,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021901202,.,0,0,0,0,0,0, , ,CYPRESS GROVE INT,.,61,90,.,.,.,.,A,90,68,C,74,61,B,86,B,86,66,C,79,87, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,666,100.0,68,9.6,706,666,0,0.0,241,36.2,38,5.7,.,0.0,95,14.3,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,6,5,05 - 06,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021901203,.,0,1,0,1,0,0, , ,PECAN TRAIL INT,.,64,91,.,.,.,.,A,91,74,B,83,64,B,81,B,83,75,B,83,89, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,759,100.0,66,10,657,759,0,0.0,190,25.0,27,3.6,.,0.0,87,11.5,0,0.0,.,.,.,.,., ,B,.,COLLEGE STATION ISD,21901,6,5,05 - 06,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021902001,94.5,0,1,0,0,0,1,1, ,TRAVIS B BRYAN H S,96.6,39,67,56,87,94.3,80,C,78,59,D,65,48,B,81,B,81,33,C,71,78, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,2374,100.0,378,15.1,2502,2374,0,0.0,1549,65.2,333,14.0,0,0.0,245,10.3,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,12,9,09 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021902002,95.7,0,0,0,0,0,0,1, ,JAMES EARL RUDDER H S,97.6,36,62,52,83,95.1,85,C,75,60,D,66,44,C,78,C,78,30,C,70,76, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,1611,100.0,349,19,1835,1611,0,0.0,1207,74.9,270,16.8,0,0.0,192,11.9,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,12,9,09 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021902003,100,1,1,1,1,1,1,0, ,BRYAN COLLEGIATE H S,100,65,91,100,100,100,100,A,96,82,A,91,83,A,95,A,95,100,A,100,97, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,476,100.0,31,6.6,472,476,476,100.0,340,71.4,43,9.0,0,0.0,5,1.1,0,0.0,.,.,.,.,., ,A,.,BRYAN ISD,21902,12,9,09 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021902012,., , , , , , , , ,DISCIPLINARY ALTERNATIVE EDUCATION,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,N,N,N,N,N,BRAZOS,.,21,73,100.0,399,100,399,73,0,0.0,65,89.0,12,16.4,0,0.0,11,15.1,0,0.0,.,.,.,.,., ,Not Rated,.,BRYAN ISD,21902,12,7,07 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021902014,., , , , , , , , ,BRAZOS CO JUVENILE DETENTION CENTE,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,.,RESIDENTIAL FACILITY,N,Y,N,N,N,N,N,N,N,N,Y,BRAZOS,.,21,28,100.0,239,99.2,241,28,0,0.0,25,89.3,2,7.1,0,0.0,10,35.7,0,0.0,0,.,0,.,., ,Not Rated,.,BRYAN ISD,21902,12,5,05 - 12,B, ,.,., , ,6,REGION 06: HUNTSVILLE
021902015,., , , , , , , , ,BRAZOS COUNTY JJAEP,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,Y,N,N,N,N,N,BRAZOS,.,21,7,100.0,46,95.8,48,7,0,0.0,5,71.4,2,28.6,0,0.0,5,71.4,0,0.0,.,.,.,.,., ,Not Rated,.,BRYAN ISD,21902,11,6,06 - 11,B, ,.,., , ,6,REGION 06: HUNTSVILLE
021902017,28.1, , , , , , , , ,THE MARY CATHERINE HARRIS SCHOOL-S,37.1,12,55,9,73,74.8,70,D,65,66,B,82,.,Not Rated,.,B,82,0,F,30,66,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,BRAZOS,1A,21,139,100.0,171,60.2,284,139,0,0.0,112,80.6,28,20.1,0,0.0,4,2.9,0,0.0,0,37,0,31,0, ,D,.,BRYAN ISD,21902,12,7,07 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
021902041,.,0,0,0,1,0,0,0, ,STEPHEN F AUSTIN,.,39,71,.,.,.,.,C,71,71,C,79,39,C,77,C,79,37,C,72,77, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,1195,100.0,213,16.3,1309,1195,0,0.0,887,74.2,262,21.9,.,0.0,154,12.9,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,8,7,07 - 08,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021902045,.,0,0,0,0,0, , , ,JANE LONG,.,40,72,.,.,.,.,C,72,59,F,58,40,B,82,B,82,18,D,64,77, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,1291,100.0,164,12.6,1305,1291,0,0.0,1139,88.2,628,48.6,.,0.0,146,11.3,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,6,5,05 - 06,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021902046,.,0,0,0,0,0,0, , ,SAM RAYBURN,.,45,76,.,.,.,.,C,76,61,F,59,45,B,83,B,83,17,D,63,77, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,1123,100.0,143,11.3,1267,1123,0,0.0,786,70.0,121,10.8,.,0.0,139,12.4,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,6,5,05 - 06,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021902047,.,0,0,0,1,0,0,0, ,ARTHUR L DAVILA MIDDLE,.,41,73,.,.,.,.,C,73,72,B,80,41,B,81,B,81,38,C,72,78, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,1075,100.0,196,17,1155,1075,0,0.0,840,78.1,304,28.3,.,0.0,138,12.8,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,8,7,07 - 08,M, ,.,., , ,6,REGION 06: HUNTSVILLE
021902101,.,1,1,0,1,0, , , ,KEMP-CARVER EL,.,46,74,.,.,.,.,C,74,80,B,88,46,B,83,B,88,82,C,79,85, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,182,29.3,96,21,457,622,0,0.0,603,96.9,210,33.8,.,0.0,86,13.8,0,0.0,.,.,.,.,., ,B,.,BRYAN ISD,21902,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021902103,.,0,1,1,0,0, , , ,BONHAM EL,.,45,73,.,.,.,.,C,73,63,F,59,45,B,82,B,82,40,D,66,77, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,3B,21,222,36.2,78,15.5,502,613,0,0.0,545,88.9,237,38.7,.,0.0,32,5.2,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,4,PK,PK - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021902105,.,0,0,0,0,0, , , ,CROCKETT EL,.,38,65,.,.,.,.,D,65,55,F,55,38,C,72,C,72,26,D,61,69, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,107,25.0,90,29,310,428,0,0.0,400,93.5,147,34.3,.,0.0,58,13.6,0,0.0,.,.,.,.,., ,D,.,BRYAN ISD,21902,4,EE,EE - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021902106,.,1,1,0,1,0, , , ,FANNIN EL,.,46,74,.,.,.,.,C,74,78,B,85,46,B,83,B,85,81,C,78,83, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,159,33.1,66,19.3,342,480,0,0.0,456,95.0,236,49.2,.,0.0,42,8.8,0,0.0,.,.,.,.,., ,B,.,BRYAN ISD,21902,4,PK,PK - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021902107,.,0,0,0,0,0, , , ,HENDERSON EL,.,40,69,.,.,.,.,D,69,68,D,69,40,C,75,C,75,61,C,73,74, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,2,21,217,40.0,70,13.9,504,542,0,0.0,487,89.9,337,62.2,.,0.0,41,7.6,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,4,KG,KG - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
021902108,.,0,0,0,0,0, , , ,JOHNSON EL,.,53,80,.,.,.,.,B,80,58,F,57,53,B,80,B,80,45,D,68,76, ,N,N,N,N,N,N,N,N,N,N,N,BRAZOS,.,21,157,35.9,25,7.8,319,437,0,0.0,218,49.9,90,20.6,.,0.0,17,3.9,0,0.0,.,.,.,.,., ,C,.,BRYAN ISD,21902,4,KG,KG - 04,E, ,.,., , ,6,REGION 06: HUNTSVILLE
