DISTRICT,CAMPUS,COUNTY,REGION,GRDSPAN,PAIRCAMP,CD1A,CD1B,CD1C,CD2B,CGRPRATE21,CELPRATE21,CCCPRATE21,CSTPRATE21,CAAPRATE21,CPEMALLC,CPEMALLT,CPEMALLP,CPETALLC,CPETECOC,CPETSPEC,CPE0312C,CAMPNAME,REGNNAME,DISTNAME,CNTYNAME,GRDLOW,GRDHIGH,GRDTYPE,CPETLEPC,CPETSTEC,CPETECHC,CPETPTEC,CPETLEPP,CPETECOP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIRD,CFLALTED,CFLAEC,CFLRTF,PAIRNAME,CFLPAIRO,CFLAEATYPE,CFLPAIR,CDA00A00T019R,CDA00A00T021R,C_RATING
057905,057905174,57,10,EE - 05, ,42,.,.,42,.,100,.,38,43,47,290,16.2,464,217,46,157,GENEVA HEIGHTS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,96,.,.,.,20.7,46.8,9.9,0.0,0.0,0.0,33.8,N,N,N,N,N,N,N,N,N, ,N, ,N,100,93,Not Rated: Declared State of Disaster
057905,057905175,57,10,PK - 05, ,40,.,.,40,.,100,.,50,69,92,398,23.1,424,415,39,215,UMPHREY LEE EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,131,.,.,.,30.9,97.9,9.2,0.0,0.0,0.0,50.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,63,Not Rated: Declared State of Disaster
057905,057905176,57,10,EE - 05, ,66,.,.,66,.,100,.,89,100,52,437,11.9,550,540,52,205,JACK LOWE SR EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,463,.,.,.,84.2,98.2,9.5,0.0,0.0,0.0,37.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,91,Not Rated: Declared State of Disaster
057905,057905177,57,10,PK - 05, ,29,.,.,29,.,100,.,11,8,34,323,10.5,402,302,32,156,WILLIAM LIPSCOMB EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,170,.,.,.,42.3,75.1,8.0,0.0,0.0,0.0,38.8,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905178,57,10,EE - 05, ,23,.,.,23,.,100,.,13,0,56,314,17.8,379,372,47,155,H I HOLLAND EL AT LISBON,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,159,.,.,.,42.0,98.2,12.4,0.0,0.0,0.0,40.9,N,N,N,N,N,N,N,N,N, ,N, ,N,97,97,Not Rated: Declared State of Disaster
057905,057905180,57,10,EE - 05, ,36,.,.,36,.,100,.,13,21,34,355,9.6,475,435,63,198,B H MACON EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,308,.,.,.,64.8,91.6,13.3,0.0,0.0,0.0,41.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
057905,057905181,57,10,PK - 05, ,31,.,.,31,.,100,.,25,25,193,626,30.8,521,496,56,248,MAPLE LAWN EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,235,.,.,.,45.1,95.2,10.7,0.0,0.0,0.0,47.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
057905,057905182,57,10,PK - 05, ,31,.,.,31,.,100,.,0,21,75,586,12.8,637,617,54,296,HERBERT MARCUS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,572,.,.,.,89.8,96.9,8.5,0.0,0.0,0.0,46.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905183,57,10,EE - 05, ,40,.,.,40,.,100,.,38,36,82,373,22,415,381,26,175,THOMAS L MARSALIS EL STEAM ACADEMY,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,62,.,.,.,14.9,91.8,6.3,0.0,0.0,0.0,42.2,N,N,N,N,N,N,N,N,N, ,N, ,N,99,93,Not Rated: Declared State of Disaster
057905,057905184,57,10,PK - 05, ,34,.,.,34,.,100,.,0,0,57,241,23.7,275,219,39,124,BEN MILAM EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,108,.,.,.,39.3,79.6,14.2,0.0,0.0,0.0,45.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
057905,057905185,57,10,PK - 05, ,34,.,.,34,.,100,.,13,33,62,258,24,242,237,19,123,WILLIAM B MILLER EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,133,.,.,.,55.0,97.9,7.9,0.0,0.0,0.0,50.8,N,N,N,N,N,N,N,N,N, ,N, ,N,99,95,Not Rated: Declared State of Disaster
057905,057905186,57,10,01 - 07, ,51,.,.,51,.,100,.,100,86,32,268,11.9,377,317,8,296,TRINITY HEIGHTS GIFTED AND TALENTE,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,01,07,E,181,.,.,.,48.0,84.1,2.1,0.0,0.0,0.0,78.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905187,57,10,EE - 05, ,40,.,.,40,.,100,.,50,69,90,559,16.1,673,636,96,287,NANCY MOSELEY EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,423,.,.,.,62.9,94.5,14.3,0.0,0.0,0.0,42.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
057905,057905188,57,10,EE - 05, ,29,.,.,29,.,100,.,13,21,79,443,17.8,509,452,65,233,MOUNT AUBURN STEAM ACADEMY,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,271,.,.,.,53.2,88.8,12.8,0.0,0.0,0.0,45.8,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
057905,057905189,57,10,EE - 05, ,31,.,.,31,.,100,.,29,42,63,246,25.6,240,234,25,125,CLARA OLIVER EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,92,.,.,.,38.3,97.5,10.4,0.0,0.0,0.0,52.1,N,N,N,N,N,N,N,N,N, ,N, ,N,99,89,Not Rated: Declared State of Disaster
057905,057905190,57,10,PK - 06, ,32,.,.,32,.,100,.,0,8,42,395,10.6,416,367,52,238,GEORGE PEABODY EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,06,E,218,.,.,.,52.4,88.2,12.5,0.0,0.0,0.0,57.2,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
057905,057905191,57,10,PK - 05, ,26,.,.,26,.,.,.,29,17,193,471,41,465,457,42,202,ELISHA M PEASE EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,15,.,.,.,3.2,98.3,9.0,0.0,0.0,0.0,43.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905192,57,10,PK - 05, ,26,.,.,26,.,100,.,0,0,24,191,12.6,273,248,14,103,JOHN F PEELER EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,168,.,.,.,61.5,90.8,5.1,0.0,0.0,0.0,37.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
057905,057905193,57,10,PK - 05, ,38,.,.,38,.,100,.,25,36,64,383,16.7,405,368,56,198,JOHN J PERSHING EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,275,.,.,.,67.9,90.9,13.8,0.0,0.0,0.0,48.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905194,57,10,PK - 06, ,27,.,.,27,.,100,.,0,7,65,350,18.6,392,355,45,203,K B POLK CENTER FOR ACADEMICALLY T,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,06,E,204,.,.,.,52.0,90.6,11.5,0.0,0.0,0.0,51.8,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
057905,057905195,57,10,PK - 05, ,38,.,.,38,.,100,.,38,50,49,333,14.7,419,313,38,172,PRESTON HOLLOW EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,220,.,.,.,52.5,74.7,9.1,0.0,0.0,0.0,41.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
057905,057905197,57,10,EE - 05, ,37,.,.,37,.,100,.,14,40,20,228,8.8,280,266,33,125,JOHN H REAGAN EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,172,.,.,.,61.4,95.0,11.8,0.0,0.0,0.0,44.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905198,57,10,PK - 05, ,46,.,.,46,.,100,.,56,88,68,435,15.6,492,378,62,209,MARTHA TURNER REILLY EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,215,.,.,.,43.7,76.8,12.6,0.0,0.0,0.0,42.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
057905,057905199,57,10,PK - 05, ,35,.,.,35,.,100,.,14,25,36,412,8.7,471,410,45,222,REINHARDT EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,240,.,.,.,51.0,87.0,9.6,0.0,0.0,0.0,47.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
057905,057905200,57,10,PK - 05, ,19,.,.,19,.,100,.,0,0,134,558,24,561,547,31,264,JOSEPH J RHOADS LEARNING CENTER,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,195,.,.,.,34.8,97.5,5.5,0.0,0.0,0.0,47.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,83,Not Rated: Declared State of Disaster
057905,057905201,57,10,EE - 05, ,30,.,.,30,.,.,.,25,0,80,407,19.7,466,452,40,199,CHARLES RICE LEARNING CENTER,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,32,.,.,.,6.9,97.0,8.6,0.0,0.0,0.0,42.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,79,Not Rated: Declared State of Disaster
057905,057905202,57,10,PK - 05, ,19,.,.,19,.,100,.,0,0,70,447,15.7,447,425,37,241,ORAN M ROBERTS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,237,.,.,.,53.0,95.1,8.3,0.0,0.0,0.0,53.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905203,57,10,PK - 05, ,49,.,.,49,.,100,.,80,100,67,382,17.5,494,350,64,219,DAN D ROGERS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,257,.,.,.,52.0,70.9,13.0,0.0,0.0,0.0,44.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
057905,057905204,57,10,EE - 05, ,30,.,.,30,.,100,.,0,6,32,737,4.3,830,530,79,398,ROSEMONT LOWER - CHRIS V SEMOS BUI,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,269,.,.,.,32.4,63.9,9.5,0.0,0.0,0.0,48.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,67,Not Rated: Declared State of Disaster
057905,057905205,57,10,PK - 05, ,26,.,.,26,.,100,.,0,0,62,506,12.3,593,557,40,271,CLINTON P RUSSELL EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,407,.,.,.,68.6,93.9,6.7,0.0,0.0,0.0,45.7,N,N,N,N,N,N,N,N,N, ,N, ,N,99,97,Not Rated: Declared State of Disaster
057905,057905206,57,10,EE - 08, ,43,.,.,43,.,100,.,30,41,69,649,10.6,729,550,43,453,ALEX SANGER PREPARATORY SCHOOL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,08,E,322,.,.,.,44.2,75.4,5.9,0.0,0.0,0.0,62.1,N,N,N,N,N,N,N,N,N, ,N, ,N,97,93,Not Rated: Declared State of Disaster
057905,057905207,57,10,EE - 05, ,27,.,.,27,.,100,.,13,0,50,314,15.9,385,366,35,154,SAN JACINTO EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,259,.,.,.,67.3,95.1,9.1,0.0,0.0,0.0,40.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,95,Not Rated: Declared State of Disaster
057905,057905208,57,10,EE - 05, ,25,.,.,25,.,100,.,0,0,69,563,12.3,597,550,70,286,SEAGOVILLE EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,307,.,.,.,51.4,92.1,11.7,0.0,0.0,0.0,47.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
057905,057905209,57,10,PK - 05, ,39,.,.,39,.,100,.,38,43,62,550,11.3,580,546,58,294,ASCHER SILBERSTEIN EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,418,.,.,.,72.1,94.1,10.0,0.0,0.0,0.0,50.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905210,57,10,PK - 05, ,34,.,.,34,.,100,.,13,25,34,508,6.7,627,561,56,288,LESLIE A STEMMONS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,416,.,.,.,66.3,89.5,8.9,0.0,0.0,0.0,45.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,75,Not Rated: Declared State of Disaster
057905,057905211,57,10,PK - 06, ,31,.,.,31,.,100,.,13,14,90,604,14.9,655,638,53,349,STEVENS PARK EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,06,E,404,.,.,.,61.7,97.4,8.1,0.0,0.0,0.0,53.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
057905,057905212,57,10,PK - 08, ,51,.,.,51,.,100,.,90,100,13,573,2.3,663,392,16,446,HARRY STONE MONTESSORI ACADEMY,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,08,E,183,.,.,.,27.6,59.1,2.4,0.0,0.0,0.0,67.3,N,N,N,N,N,N,N,N,N, ,N, ,N,88,93,Not Rated: Declared State of Disaster
057905,057905213,57,10,EE - 05, ,31,.,.,31,.,100,.,0,17,48,269,17.8,319,295,24,132,T G TERRY EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,170,.,.,.,53.3,92.5,7.5,0.0,0.0,0.0,41.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905215,57,10,EE - 05, ,22,.,.,22,.,.,.,14,0,54,223,24.2,224,211,40,108,R L THORNTON EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,11,.,.,.,4.9,94.2,17.9,0.0,0.0,0.0,48.2,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905216,57,10,PK - 05, ,30,.,.,30,.,100,.,13,31,158,646,24.5,682,672,66,302,EDWARD TITCHE EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,314,.,.,.,46.0,98.5,9.7,0.0,0.0,0.0,44.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
057905,057905217,57,10,04 - 08, ,85,.,.,85,.,.,.,100,100,5,522,1,504,79,7,504,WILLIAM B TRAVIS VANGUARD ACAD OF,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,04,08,M,18,.,.,.,3.6,15.7,1.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,88,92,Not Rated: Declared State of Disaster
057905,057905218,57,10,EE - 05, ,30,.,.,30,.,100,.,10,28,221,919,24,916,893,45,404,GEORGE W TRUETT EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,492,.,.,.,53.7,97.5,4.9,0.0,0.0,0.0,44.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
057905,057905219,57,10,PK - 05, ,15,.,.,15,.,.,.,0,0,104,270,38.5,289,246,38,127,ADELLE TURNER EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,12,.,.,.,4.2,85.1,13.1,0.0,0.0,0.0,43.9,N,N,N,N,N,N,N,N,N, ,N, ,N,99,80,Not Rated: Declared State of Disaster
057905,057905220,57,10,01 - 05, ,35,.,.,35,.,100,.,0,25,34,213,16,183,148,5,121,MARK TWAIN SCHOOL FOR THE TALENTED,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,01,05,E,42,.,.,.,23.0,80.9,2.7,0.0,0.0,0.0,66.1,N,N,N,N,N,N,N,N,N, ,N, ,N,99,86,Not Rated: Declared State of Disaster
057905,057905222,57,10,PK - 05, ,35,.,.,35,.,100,.,0,50,38,445,8.5,559,522,55,241,URBAN PARK EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,370,.,.,.,66.2,93.4,9.8,0.0,0.0,0.0,43.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905224,57,10,PK - 06, ,41,.,.,41,.,100,.,14,50,24,267,9,390,269,43,160,WALNUT HILL EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,06,E,204,.,.,.,52.3,69.0,11.0,0.0,0.0,0.0,41.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
057905,057905225,57,10,EE - 05, ,25,.,.,25,.,100,.,0,7,87,349,24.9,320,303,61,152,DANIEL WEBSTER EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,133,.,.,.,41.6,94.7,19.1,0.0,0.0,0.0,47.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,86,Not Rated: Declared State of Disaster
057905,057905226,57,10,PK - 05, ,38,.,.,38,.,100,.,38,50,60,413,14.5,453,435,50,235,MARTIN WEISS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,251,.,.,.,55.4,96.0,11.0,0.0,0.0,0.0,51.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,93,Not Rated: Declared State of Disaster
057905,057905229,57,10,PK - 05, ,47,.,.,47,.,100,.,71,79,61,645,9.5,774,688,61,321,WINNETKA EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,446,.,.,.,57.6,88.9,7.9,0.0,0.0,0.0,41.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905230,57,10,PK - 05, ,52,.,.,52,.,100,.,100,92,19,354,5.4,438,208,48,178,HARRY C WITHERS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,140,.,.,.,32.0,47.5,11.0,0.0,0.0,0.0,40.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905232,57,10,PK - 05, ,34,.,.,34,.,100,.,11,29,58,354,16.4,380,341,34,177,EDNA ROWE EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,159,.,.,.,41.8,89.7,8.9,0.0,0.0,0.0,46.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905233,57,10,PK - 05, ,39,.,.,39,.,100,.,25,33,56,353,15.9,389,356,37,169,NATHAN ADAMS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,272,.,.,.,69.9,91.5,9.5,0.0,0.0,0.0,43.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905234,57,10,PK - 05, ,46,.,.,46,.,100,.,63,79,44,458,9.6,568,512,47,235,HENRY B GONZALEZ PERSONALIZED LEAR,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,427,.,.,.,75.2,90.1,8.3,0.0,0.0,0.0,41.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905235,57,10,EE - 05, ,22,.,.,22,.,.,.,0,0,74,261,28.4,294,271,40,125,BIRDIE ALEXANDER EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,28,.,.,.,9.5,92.2,13.6,0.0,0.0,0.0,42.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905236,57,10,PK - 05, ,28,.,.,28,.,100,.,25,21,122,379,32.2,402,383,31,172,NANCY J COCHRAN EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,180,.,.,.,44.8,95.3,7.7,0.0,0.0,0.0,42.8,N,N,N,N,N,N,N,N,N, ,N, ,N,98,91,Not Rated: Declared State of Disaster
057905,057905237,57,10,PK - 05, ,31,.,.,31,.,100,.,13,21,90,448,20.1,488,457,47,207,JOHN W RUNYON EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,211,.,.,.,43.2,93.6,9.6,0.0,0.0,0.0,42.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,88,Not Rated: Declared State of Disaster
057905,057905239,57,10,PK - 05, ,38,.,.,38,.,100,.,14,58,31,398,7.8,466,422,36,231,ARTURO SALAZAR EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,277,.,.,.,59.4,90.6,7.7,0.0,0.0,0.0,49.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
057905,057905240,57,10,EE - 05, ,23,.,.,23,.,100,.,0,7,170,617,27.6,614,578,40,305,FRANK GUZICK EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,275,.,.,.,44.8,94.1,6.5,0.0,0.0,0.0,49.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905244,57,10,PK - 05, ,27,.,.,27,.,100,.,0,25,100,680,14.7,708,632,62,352,SEAGOVILLE NORTH EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,390,.,.,.,55.1,89.3,8.8,0.0,0.0,0.0,49.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
057905,057905247,57,10,EE - 05, ,39,.,.,39,.,100,.,38,63,87,500,17.4,521,488,87,260,ADELFA BOTELLO CALLEJO EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,326,.,.,.,62.6,93.7,16.7,0.0,0.0,0.0,49.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
057905,057905250,57,10,PK - 05, ,15,.,.,15,.,100,.,0,0,86,368,23.4,362,334,16,186,WHITNEY M YOUNG JR EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,128,.,.,.,35.4,92.3,4.4,0.0,0.0,0.0,51.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,90,Not Rated: Declared State of Disaster
057905,057905260,57,10,PK - 06, ,27,.,.,27,.,100,.,0,0,30,368,8.2,466,445,57,227,LORENZO DE ZAVALA EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,06,E,286,.,.,.,61.4,95.5,12.2,0.0,0.0,0.0,48.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
057905,057905263,57,10,PK - 08, ,44,.,.,44,.,100,.,43,79,104,317,32.8,296,285,6,191,J P STARKS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,08,E,51,.,.,.,17.2,96.3,2.0,0.0,0.0,0.0,64.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905264,57,10,EE - 05, ,27,.,.,27,.,100,.,22,38,200,542,36.9,448,422,55,212,RONALD E MCNAIR EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,50,.,.,.,11.2,94.2,12.3,0.0,0.0,0.0,47.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,84,Not Rated: Declared State of Disaster
057905,057905265,57,10,PK - 06, ,26,.,.,26,.,100,.,0,0,109,662,16.5,676,651,74,387,ELADIO R MARTINEZ LEARNING CENTER,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,06,E,288,.,.,.,42.6,96.3,10.9,0.0,0.0,0.0,57.2,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
057905,057905266,57,10,EE - 05, ,28,.,.,28,.,100,.,0,7,142,449,31.6,473,453,36,206,FREDERICK DOUGLASS EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,155,.,.,.,32.8,95.8,7.6,0.0,0.0,0.0,43.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
057905,057905270,57,10,PK - 08, ,35,.,.,35,.,100,.,9,25,21,502,4.2,677,432,103,386,EDUARDO MATA MONTESSORI SCHOOL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,08,E,233,.,.,.,34.4,63.8,15.2,0.0,0.0,0.0,57.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
057905,057905271,57,10,PK - 06, ,33,.,.,33,.,100,.,0,21,108,658,16.4,835,823,46,428,JULIAN T SALDIVAR EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,06,E,731,.,.,.,87.5,98.6,5.5,0.0,0.0,0.0,51.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
057905,057905272,57,10,EE - 05, ,33,.,.,33,.,100,.,14,33,38,312,12.2,353,326,57,165,MARIA MORENO STEAM ACADEMY,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,EE,05,E,201,.,.,.,56.9,92.4,16.1,0.0,0.0,0.0,46.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
057905,057905273,57,10,PK - 05, ,37,.,.,37,.,100,.,38,50,58,420,13.8,458,443,47,210,PLEASANT GROVE EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,278,.,.,.,60.7,96.7,10.3,0.0,0.0,0.0,45.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905274,57,10,PK - 05, ,39,.,.,39,.,100,.,43,42,41,523,7.8,577,504,59,261,MARY MCLEOD BETHUNE EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,05,E,330,.,.,.,57.2,87.3,10.2,0.0,0.0,0.0,45.2,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
057905,057905275,57,10,PK - 06, ,39,.,.,39,.,100,.,29,42,51,489,10.4,602,553,40,306,LOUISE WOLFF KAHN EL,REGION 10: RICHARDSON,DALLAS ISD,DALLAS,PK,06,E,384,.,.,.,63.8,91.9,6.6,0.0,0.0,0.0,50.8,N,N,N,N,N,N,N,N,N, ,N, ,N,100,85,Not Rated: Declared State of Disaster
